province,generation_type,month,megawatt_hours
Saskatchewan,solar,2030-03-01,3230.3769397735596
Saskatchewan,solar,2030-04-01,3196.3262705802917
Saskatchewan,solar,2030-05-01,2964.7887148857117
Saskatchewan,solar,2030-06-01,2700.158611059189
Saskatchewan,solar,2030-07-01,2815.167830467224
Saskatchewan,solar,2030-08-01,2986.067633152008
Saskatchewan,solar,2030-09-01,3157.8694291114807
Saskatchewan,solar,2030-10-01,3144.8943207263947
Saskatchewan,solar,2030-11-01,3086.081990003586
Saskatchewan,solar,2030-12-01,3071.79873752594
Saskatchewan,wind power turbine,2029-01-01,104057.86979055405
Saskatchewan,wind power turbine,2029-02-01,106737.28109693527
Saskatchewan,wind power turbine,2029-03-01,108332.39983892441
Saskatchewan,wind power turbine,2029-04-01,118733.8549861908
Saskatchewan,wind power turbine,2029-05-01,121668.8144788742
Saskatchewan,wind power turbine,2029-06-01,116038.38396406174
Saskatchewan,wind power turbine,2029-07-01,111562.88512086868
Saskatchewan,wind power turbine,2029-08-01,101325.11185741425
Saskatchewan,wind power turbine,2029-09-01,101639.38242530823
Saskatchewan,wind power turbine,2029-10-01,104159.03530454636
Saskatchewan,wind power turbine,2029-11-01,102913.85850048065
Saskatchewan,wind power turbine,2029-12-01,110506.64780473709
Saskatchewan,wind power turbine,2030-01-01,104770.3515086174
Saskatchewan,wind power turbine,2030-02-01,107205.29825305939
Saskatchewan,wind power turbine,2030-03-01,108246.01061439514
Saskatchewan,wind power turbine,2030-04-01,102741.50223112106
Saskatchewan,wind power turbine,2030-05-01,100701.71568489075
Saskatchewan,wind power turbine,2030-06-01,98431.44716835022
Saskatchewan,wind power turbine,2030-07-01,100723.66902923584
Saskatchewan,wind power turbine,2030-08-01,105659.46195459366
Saskatchewan,wind power turbine,2030-09-01,111434.12594175339
Saskatchewan,wind power turbine,2030-10-01,116754.47954034805
Saskatchewan,wind power turbine,2030-11-01,109938.78233528137
Saskatchewan,wind power turbine,2030-12-01,107501.8034992218
Yukon,combustible fuels,2029-01-01,1614.0986279249191
Yukon,combustible fuels,2029-02-01,1492.8032738938928
Yukon,combustible fuels,2029-03-01,1151.0656208768487
Yukon,combustible fuels,2029-04-01,2797.4625312387943
Yukon,combustible fuels,2029-05-01,1531.0446343794465
Yukon,combustible fuels,2029-06-01,3043.6187878847127
Yukon,combustible fuels,2029-07-01,1985.2332227528095
Yukon,combustible fuels,2029-08-01,2327.242268830538
Yukon,combustible fuels,2029-09-01,3040.187560528517
Yukon,combustible fuels,2029-10-01,3040.7477671504025
Yukon,combustible fuels,2029-11-01,3629.348276764155
Yukon,combustible fuels,2029-12-01,5170.15609523654
Yukon,combustible fuels,2030-01-01,8192.565563380718
Yukon,combustible fuels,2030-02-01,8014.194307982922
Yukon,combustible fuels,2030-03-01,8006.804348289967
Yukon,combustible fuels,2030-04-01,7675.294057190418
Yukon,combustible fuels,2030-05-01,8803.118043005466
Yukon,combustible fuels,2030-06-01,5693.289752662182
Yukon,combustible fuels,2030-07-01,6668.07922577858
Yukon,combustible fuels,2030-08-01,6709.501508533955
Yukon,combustible fuels,2030-09-01,7594.417702615261
Yukon,combustible fuels,2030-10-01,9249.856081962585
Yukon,combustible fuels,2030-11-01,9055.349775612354
Yukon,combustible fuels,2030-12-01,9849.643914759159
Yukon,hydraulic turbine,2029-01-01,35606.21501797438
Yukon,hydraulic turbine,2029-02-01,33738.61170619726
Yukon,hydraulic turbine,2029-03-01,35095.46314191818
Yukon,hydraulic turbine,2029-04-01,34876.48050373793
Yukon,hydraulic turbine,2029-05-01,34440.88395678997
Yukon,hydraulic turbine,2029-06-01,37727.07123339176
Yukon,hydraulic turbine,2029-07-01,33983.94678992033
Yukon,hydraulic turbine,2029-08-01,38319.43355703354
Yukon,hydraulic turbine,2029-09-01,37802.59532558918
Yukon,hydraulic turbine,2029-10-01,35650.934159100056
Yukon,hydraulic turbine,2029-11-01,35972.15504044294
Yukon,hydraulic turbine,2029-12-01,32583.570723176003
Yukon,hydraulic turbine,2030-01-01,36838.15986704826
Yukon,hydraulic turbine,2030-02-01,35499.54367786646
Yukon,hydraulic turbine,2030-03-01,32618.19563639164
Yukon,hydraulic turbine,2030-04-01,30930.843369722366
Yukon,hydraulic turbine,2030-05-01,30932.03699761629
Yukon,hydraulic turbine,2030-06-01,32398.17022794485
Yukon,hydraulic turbine,2030-07-01,30807.18863672018
Yukon,hydraulic turbine,2030-08-01,30523.001097381115
Yukon,hydraulic turbine,2030-09-01,35662.813976705074
Yukon,hydraulic turbine,2030-10-01,28758.59013709426
Yukon,hydraulic turbine,2030-11-01,32884.70813149214
Yukon,hydraulic turbine,2030-12-01,31194.33871227503
Yukon,other types of electricity generation,2029-01-01,-0.1425151228904724
Yukon,other types of electricity generation,2029-02-01,-0.016100214794278145
Yukon,other types of electricity generation,2029-03-01,0.010545296594500542
Yukon,other types of electricity generation,2029-04-01,-0.02419169433414936
Yukon,other types of electricity generation,2029-05-01,-0.014285283163189888
Yukon,other types of electricity generation,2029-06-01,-0.08433432877063751
Yukon,other types of electricity generation,2029-07-01,-0.0853569507598877
Yukon,other types of electricity generation,2029-08-01,-0.030543046072125435
Yukon,other types of electricity generation,2029-09-01,-0.07816046476364136
Yukon,other types of electricity generation,2029-10-01,-0.08707650005817413
Yukon,other types of electricity generation,2029-11-01,-0.050816748291254044
Yukon,other types of electricity generation,2029-12-01,-0.18700549006462097
Yukon,other types of electricity generation,2030-01-01,-0.14851179718971252
Yukon,other types of electricity generation,2030-02-01,-0.20907604694366455
Yukon,other types of electricity generation,2030-03-01,-0.15162073075771332
Yukon,other types of electricity generation,2030-04-01,-0.044925156980752945
Yukon,other types of electricity generation,2030-05-01,-0.08420631289482117
Yukon,other types of electricity generation,2030-06-01,-0.0726398378610611
Yukon,other types of electricity generation,2030-07-01,-0.10911440849304199
Yukon,other types of electricity generation,2030-08-01,-0.08134077489376068
Yukon,other types of electricity generation,2030-09-01,-0.12932148575782776
Yukon,other types of electricity generation,2030-10-01,0.008416814729571342
Yukon,other types of electricity generation,2030-11-01,0.021205468103289604
Yukon,other types of electricity generation,2030-12-01,-0.029413552954792976
Yukon,solar,2029-01-01,16.068210080266
Yukon,solar,2029-02-01,7.018033415079116
Yukon,solar,2029-03-01,16.907357051968575
Yukon,solar,2029-04-01,5.879145115613937
Yukon,solar,2029-05-01,15.055016800761221
Yukon,solar,2029-06-01,24.873118847608566
Yukon,solar,2029-07-01,26.62566527724266
Yukon,solar,2029-08-01,15.425172820687292
Yukon,solar,2029-09-01,17.348166927695274
Yukon,solar,2029-10-01,26.999131590127945
Yukon,solar,2029-11-01,22.38778844475746
Yukon,solar,2029-12-01,24.669724702835083
Yukon,solar,2030-01-01,27.07369700074196
Yukon,solar,2030-02-01,28.697358816862103
Yukon,solar,2030-03-01,25.29270127415657
Yukon,solar,2030-04-01,23.29494282603264
Yukon,solar,2030-05-01,12.715315818786621
Yukon,solar,2030-06-01,17.69757829606533
Yukon,solar,2030-07-01,27.22800448536873
Yukon,solar,2030-08-01,35.87817773222923
Yukon,solar,2030-09-01,36.82270422577858
Yukon,solar,2030-10-01,28.51932272315025
Yukon,solar,2030-11-01,30.841463059186932
Yukon,solar,2030-12-01,29.761788994073864
Yukon,wind power turbine,2029-01-01,-16.580198146402836
Yukon,wind power turbine,2029-02-01,-14.62042834609747
Yukon,wind power turbine,2029-03-01,-8.150390721857548
Yukon,wind power turbine,2029-04-01,-8.011448383331299
Yukon,wind power turbine,2029-05-01,-2.6181288063526154
Yukon,wind power turbine,2029-06-01,-19.819249771535397
Yukon,wind power turbine,2029-07-01,-1.8851634114980698
Yukon,wind power turbine,2029-08-01,-4.936610348522663
Yukon,wind power turbine,2029-09-01,-7.489586994051933
Yukon,wind power turbine,2029-10-01,-7.020075246691704
Yukon,wind power turbine,2029-11-01,-4.426782205700874
Yukon,wind power turbine,2029-12-01,-15.458409860730171
Yukon,wind power turbine,2030-01-01,-23.309750482439995
Yukon,wind power turbine,2030-02-01,-20.870055072009563
Yukon,wind power turbine,2030-03-01,-24.575693905353546
Yukon,wind power turbine,2030-04-01,-20.296102203428745
Yukon,wind power turbine,2030-05-01,-21.599176712334156
Yukon,wind power turbine,2030-06-01,-35.17135791480541
Yukon,wind power turbine,2030-07-01,-35.162173584103584
Yukon,wind power turbine,2030-08-01,-37.477683648467064
Yukon,wind power turbine,2030-09-01,-33.44990871846676
Yukon,wind power turbine,2030-10-01,-6.319764815270901
Yukon,wind power turbine,2030-11-01,-14.096765033900738
Yukon,wind power turbine,2030-12-01,-3.227365203201771
