date,generation_type,megawatt_hours
2012-05,combustible fuels,1015.0
2012-05,hydraulic turbine,2458753.0
2012-05,wind power turbine,33526.0
2012-06,combustible fuels,1878.0
2012-06,hydraulic turbine,2559091.0
2012-06,wind power turbine,28788.0
2012-07,combustible fuels,1454.0
2012-07,hydraulic turbine,3178471.0
2012-07,wind power turbine,21724.0
2012-08,combustible fuels,4067.0
2012-08,hydraulic turbine,3124162.0
2012-08,wind power turbine,27061.0
2012-09,combustible fuels,29085.0
2012-09,hydraulic turbine,2709612.0
2012-09,wind power turbine,34669.0
2012-10,combustible fuels,28135.0
2012-10,hydraulic turbine,2474216.0
2012-10,wind power turbine,43769.0
2012-11,combustible fuels,16057.0
2012-11,hydraulic turbine,2716962.0
2012-11,wind power turbine,36948.0
2012-12,combustible fuels,4795.0
2012-12,hydraulic turbine,2847197.0
2012-12,wind power turbine,25880.0
2013-01,combustible fuels,11280.0
2013-01,hydraulic turbine,2974278.0
2013-01,wind power turbine,43467.0
2013-02,combustible fuels,6245.0
2013-02,hydraulic turbine,2685258.0
2013-02,wind power turbine,30746.0
2013-03,combustible fuels,5020.0
2013-03,hydraulic turbine,3032576.0
2013-03,wind power turbine,30004.0
2013-04,combustible fuels,10223.0
2013-04,hydraulic turbine,2675250.0
2013-04,wind power turbine,36872.0
2013-05,combustible fuels,19331.0
2013-05,hydraulic turbine,2894644.0
2013-05,wind power turbine,40130.0
2013-06,combustible fuels,5951.0
2013-06,hydraulic turbine,2942601.0
2013-06,wind power turbine,28657.0
2013-07,combustible fuels,13152.0
2013-07,hydraulic turbine,3208730.0
2013-07,wind power turbine,21933.0
2013-08,combustible fuels,12643.0
2013-08,hydraulic turbine,3264874.0
2013-08,wind power turbine,17801.0
2013-09,combustible fuels,6339.0
2013-09,hydraulic turbine,2698998.0
2013-09,wind power turbine,31841.0
2013-10,combustible fuels,24131.0
2013-10,hydraulic turbine,3080200.0
2013-10,wind power turbine,33508.0
2013-11,combustible fuels,6840.0
2013-11,hydraulic turbine,2837172.0
2013-11,wind power turbine,43522.0
2013-12,combustible fuels,12629.0
2013-12,hydraulic turbine,3042582.0
2013-12,wind power turbine,39443.0
2014-01,combustible fuels,23985.0
2014-01,hydraulic turbine,2934673.0
2014-01,wind power turbine,45659.0
2014-02,combustible fuels,17017.0
2014-02,hydraulic turbine,2634872.0
2014-02,wind power turbine,46933.0
2014-03,combustible fuels,17626.0
2014-03,hydraulic turbine,2941361.0
2014-03,wind power turbine,40348.0
2014-04,combustible fuels,9728.0
2014-04,hydraulic turbine,2758975.0
2014-04,wind power turbine,39119.0
2014-05,combustible fuels,7383.0
2014-05,hydraulic turbine,2706378.0
2014-05,wind power turbine,35108.0
2014-06,combustible fuels,6899.0
2014-06,hydraulic turbine,2947976.0
2014-06,wind power turbine,31819.0
2014-07,combustible fuels,13582.0
2014-07,hydraulic turbine,3175872.0
2014-07,wind power turbine,27724.0
2014-08,combustible fuels,10389.0
2014-08,hydraulic turbine,3201899.0
2014-08,wind power turbine,20367.0
2014-09,combustible fuels,6659.0
2014-09,hydraulic turbine,2725046.0
2014-09,wind power turbine,34499.0
2014-10,combustible fuels,8712.0
2014-10,hydraulic turbine,2259710.0
2014-10,wind power turbine,47626.0
2014-11,combustible fuels,12341.0
2014-11,hydraulic turbine,2939757.0
2014-11,wind power turbine,46252.0
2014-12,combustible fuels,14332.0
2014-12,hydraulic turbine,3166168.0
2014-12,wind power turbine,25982.0
2015-01,combustible fuels,18904.0
2015-01,hydraulic turbine,3218541.0
2015-01,wind power turbine,41164.0
2015-02,combustible fuels,20269.0
2015-02,hydraulic turbine,3218541.0
2015-02,wind power turbine,37496.0
2015-03,combustible fuels,13657.0
2015-03,hydraulic turbine,2977728.0
2015-03,wind power turbine,42224.0
2015-04,combustible fuels,9066.0
2015-04,hydraulic turbine,2812191.0
2015-04,wind power turbine,39239.0
2015-05,combustible fuels,6253.0
2015-05,hydraulic turbine,2920935.0
2015-05,wind power turbine,32650.0
2015-06,combustible fuels,6207.0
2015-06,hydraulic turbine,2793198.0
2015-06,wind power turbine,21874.0
2015-07,combustible fuels,8219.0
2015-07,hydraulic turbine,2928314.0
2015-07,wind power turbine,26282.0
2015-08,combustible fuels,12338.0
2015-08,hydraulic turbine,2987612.0
2015-08,wind power turbine,23652.0
2015-09,combustible fuels,9605.0
2015-09,hydraulic turbine,2723078.0
2015-09,wind power turbine,34931.0
2015-10,combustible fuels,9526.0
2015-10,hydraulic turbine,2754180.0
2015-10,wind power turbine,44575.0
2015-11,combustible fuels,35396.0
2015-11,hydraulic turbine,2792180.0
2015-11,wind power turbine,35278.0
2015-12,combustible fuels,8799.0
2015-12,hydraulic turbine,3070568.0
2015-12,wind power turbine,26279.0
2016-01,combustible fuels,14693.0
2016-01,hydraulic turbine,3028482.0
2016-01,other types of electricity generation,0.0
2016-01,solar,0.0
2016-01,wind power turbine,80424.0
2016-02,combustible fuels,12940.0
2016-02,hydraulic turbine,2906299.0
2016-02,other types of electricity generation,0.0
2016-02,solar,0.0
2016-02,wind power turbine,78977.0
2016-03,combustible fuels,8509.0
2016-03,hydraulic turbine,3123068.0
2016-03,other types of electricity generation,0.0
2016-03,solar,0.0
2016-03,wind power turbine,87144.0
2016-04,combustible fuels,13302.0
2016-04,hydraulic turbine,3067767.0
2016-04,other types of electricity generation,0.0
2016-04,solar,0.0
2016-04,wind power turbine,100752.0
2016-05,combustible fuels,8163.0
2016-05,hydraulic turbine,2925949.0
2016-05,other types of electricity generation,0.0
2016-05,solar,0.0
2016-05,wind power turbine,85355.0
2016-06,combustible fuels,9098.0
2016-06,hydraulic turbine,2759832.0
2016-06,other types of electricity generation,0.0
2016-06,solar,0.0
2016-06,wind power turbine,72024.0
2016-07,combustible fuels,14253.0
2016-07,hydraulic turbine,3089358.0
2016-07,other types of electricity generation,0.0
2016-07,solar,0.0
2016-07,wind power turbine,54665.0
2016-08,combustible fuels,15607.0
2016-08,hydraulic turbine,2922015.0
2016-08,other types of electricity generation,0.0
2016-08,solar,0.0
2016-08,wind power turbine,56963.0
2016-09,combustible fuels,7677.0
2016-09,hydraulic turbine,2787972.0
2016-09,other types of electricity generation,0.0
2016-09,solar,0.0
2016-09,wind power turbine,65527.0
2016-10,combustible fuels,18221.0
2016-10,hydraulic turbine,2948087.0
2016-10,other types of electricity generation,0.0
2016-10,solar,0.0
2016-10,wind power turbine,86675.0
2016-11,combustible fuels,11116.0
2016-11,hydraulic turbine,3096318.0
2016-11,other types of electricity generation,0.0
2016-11,solar,0.0
2016-11,wind power turbine,94381.0
2016-12,combustible fuels,15034.0
2016-12,hydraulic turbine,3244378.0
2016-12,other types of electricity generation,0.0
2016-12,solar,0.0
2016-12,wind power turbine,99031.0
2017-01,combustible fuels,16604.0
2017-01,hydraulic turbine,3389927.0
2017-01,other types of electricity generation,0.0
2017-01,solar,0.0
2017-01,wind power turbine,83051.0
2017-02,combustible fuels,14177.0
2017-02,hydraulic turbine,3022685.0
2017-02,other types of electricity generation,0.0
2017-02,solar,0.0
2017-02,wind power turbine,81632.0
2017-03,combustible fuels,13691.0
2017-03,hydraulic turbine,3340836.0
2017-03,other types of electricity generation,0.0
2017-03,solar,0.0
2017-03,wind power turbine,95780.0
2017-04,combustible fuels,12175.0
2017-04,hydraulic turbine,3056482.0
2017-04,other types of electricity generation,0.0
2017-04,solar,0.0
2017-04,wind power turbine,56393.0
2017-05,combustible fuels,10987.0
2017-05,hydraulic turbine,2654599.0
2017-05,other types of electricity generation,0.0
2017-05,solar,0.0
2017-05,wind power turbine,60665.0
2017-06,combustible fuels,9218.0
2017-06,hydraulic turbine,3043852.0
2017-06,other types of electricity generation,0.0
2017-06,solar,0.0
2017-06,wind power turbine,76542.0
2017-07,combustible fuels,10438.0
2017-07,hydraulic turbine,3150955.0
2017-07,other types of electricity generation,0.0
2017-07,solar,0.0
2017-07,wind power turbine,59103.0
2017-08,combustible fuels,8431.0
2017-08,hydraulic turbine,3188950.0
2017-08,other types of electricity generation,0.0
2017-08,solar,0.0
2017-08,wind power turbine,36638.0
2017-09,combustible fuels,15626.0
2017-09,hydraulic turbine,2794485.0
2017-09,other types of electricity generation,0.0
2017-09,solar,0.0
2017-09,wind power turbine,60910.0
2017-10,combustible fuels,12457.0
2017-10,hydraulic turbine,2590750.0
2017-10,other types of electricity generation,0.0
2017-10,solar,0.0
2017-10,wind power turbine,110391.0
2017-11,combustible fuels,20864.0
2017-11,hydraulic turbine,2661262.0
2017-11,other types of electricity generation,0.0
2017-11,solar,0.0
2017-11,wind power turbine,109527.0
2017-12,combustible fuels,14292.0
2017-12,hydraulic turbine,3096288.0
2017-12,other types of electricity generation,0.0
2017-12,solar,0.0
2017-12,wind power turbine,95959.0
2018-01,combustible fuels,11765.0
2018-01,hydraulic turbine,2818358.0
2018-01,other types of electricity generation,0.0
2018-01,solar,0.0
2018-01,wind power turbine,99578.0
2018-02,combustible fuels,9863.0
2018-02,hydraulic turbine,2551756.0
2018-02,other types of electricity generation,0.0
2018-02,solar,0.0
2018-02,wind power turbine,81161.0
2018-03,combustible fuels,9658.0
2018-03,hydraulic turbine,2863142.0
2018-03,other types of electricity generation,0.0
2018-03,solar,0.0
2018-03,wind power turbine,67557.0
2018-04,combustible fuels,11915.0
2018-04,hydraulic turbine,2429199.0
2018-04,other types of electricity generation,0.0
